Store,Dept,Date,Weekly_Sales,Predicted_Weekly_Sales
1,4,2012-07-27,35197.59,38470.358202026684
1,4,2012-08-03,41305.39,37160.853482134764
1,4,2012-08-10,40343.83,38722.240062230885
1,4,2012-08-17,38105.9,39175.41550042693
1,4,2012-08-24,36674.67,38274.62497642043
1,4,2012-08-31,37802.97,37380.38067686595
1,4,2012-09-07,39549.27,38059.15025699996
1,4,2012-09-14,35044.06,38430.74145861675
1,4,2012-09-21,34507.34,34575.75276446293
1,4,2012-09-28,34647.33,34736.41905833102
1,4,2012-10-05,39311.93,36058.39072808576
1,4,2012-10-12,35446.18,37527.91856444357
1,4,2012-10-19,35549.19,34913.65383710868
1,4,2012-10-26,36292.6,35470.85655949326
1,5,2012-07-13,18089.61,19713.88586511503
1,5,2012-07-20,17896.46,19259.987986912125
1,5,2012-07-27,14105.4,18185.897729039854
1,5,2012-08-03,17615.28,16800.372592602136
1,5,2012-08-10,18232.46,18927.19770240571
1,5,2012-08-17,15440.65,18122.452136346128
1,5,2012-08-24,22446.23,15354.756050516342
1,5,2012-08-31,18615.76,20564.72018387946
1,5,2012-09-07,18236.15,19413.736569400833
1,5,2012-09-14,19369.52,18488.316990300504
1,5,2012-09-21,25798.78,19650.30887986387
1,5,2012-09-28,22560.39,22956.470166171093
1,5,2012-10-05,25508.81,25360.50284628951
1,5,2012-10-12,20920.03,24358.325198303537
1,5,2012-10-19,20413.83,26147.5271578523
1,5,2012-10-26,25846.94,22821.10505029924
1,6,2012-07-13,2776.97,3377.131873771467
1,6,2012-07-20,3496.53,3156.0778101478295
1,6,2012-07-27,2545.65,3648.211773816112
1,6,2012-08-03,3412.58,2896.873447109356
1,6,2012-08-10,-139.65,3487.3285235292174
1,6,2012-08-17,2725.3,863.1375250796169
1,6,2012-08-24,2626.5,2714.625574582133
1,6,2012-08-31,2987.07,2688.624892147926
1,6,2012-09-07,2576.64,3196.7839039593127
1,6,2012-09-14,3073.31,2785.6943882520923
1,6,2012-09-21,4159.51,3158.1838083459647
1,6,2012-09-28,3168.68,3919.6836098776876
1,6,2012-10-05,3843.29,3297.16349955539
1,6,2012-10-12,3788.59,3859.2385580183736
1,6,2012-10-19,3496.69,3782.138023495446
1,6,2012-10-26,4032.5,3731.9845456883327
1,7,2012-07-13,18427.17,25725.436271724804
1,7,2012-07-20,16528.1,19351.319913381638
1,7,2012-07-27,17171.35,17557.38890885416
1,7,2012-08-03,16916.29,18323.302124231053
1,7,2012-08-10,16552.49,17019.604326158194
1,7,2012-08-17,16256.91,16593.910945498264
1,7,2012-08-24,15159.94,16305.491034274897
1,7,2012-08-31,15802.09,15295.438076613924
1,7,2012-09-07,16941.42,15857.664487617587
1,7,2012-09-14,15525.82,16592.863481501943
1,7,2012-09-21,22542.44,15526.873944798828
1,7,2012-09-28,22343.24,20034.501572044108
1,7,2012-10-05,22071.39,20636.326115051703
1,7,2012-10-12,20212.71,20891.211369980752
1,7,2012-10-19,21937.45,22231.71086861431
1,7,2012-10-26,21449.85,23401.774237319427
1,8,2012-07-13,36130.01,39247.22507502899
1,8,2012-07-20,37797.31,36298.242568411384
1,8,2012-07-27,36981.9,37230.520312861794
1,8,2012-08-03,40098.84,37017.02133208189
1,8,2012-08-10,37269.92,38551.13789917
1,8,2012-08-17,36294.18,36250.412581098986
1,8,2012-08-24,33855.28,35996.305349313814
1,8,2012-08-31,37666.92,35524.29870938023
1,8,2012-09-07,38666.21,36952.77780202288
1,8,2012-09-14,37346.83,36908.99133849657
1,8,2012-09-21,36404.63,35632.29354034922
1,8,2012-09-28,37254.84,36269.797876313394
1,8,2012-10-05,42663.75,36935.380855487834
1,8,2012-10-12,37248.47,39930.771613286764
1,8,2012-10-19,38668.75,36164.043485812654
1,8,2012-10-26,39255.35,37852.18026254952
1,9,2012-07-13,21464.73,29830.06824837856
1,9,2012-07-20,22594.18,22201.370417325918
1,9,2012-07-27,22921.21,23317.92828939847
1,9,2012-08-03,23780.97,23524.976796450705
1,9,2012-08-10,20400.88,23031.62684230539
1,9,2012-08-17,23503.86,20638.679267197633
1,9,2012-08-24,26262.95,22374.577164029095
1,9,2012-08-31,41634.69,30002.119361893314
1,9,2012-09-07,42920.95,37794.03724379931
1,9,2012-09-14,31882.98,37437.141292754306
1,9,2012-09-21,33889.72,32861.88452229582
1,9,2012-09-28,40712.85,37818.8083476828
1,9,2012-10-05,40439.53,39560.64488744428
1,9,2012-10-12,37126.23,37853.69069062203
1,9,2012-10-19,36690.81,35810.906146637724
1,9,2012-10-26,41040.84,36928.085327546934
1,10,2012-07-13,31430.55,36246.36642655188
1,10,2012-07-20,29187.22,31920.580791579734
1,10,2012-07-27,30594.53,30583.013995076384
1,10,2012-08-03,32794.21,31562.807515411336
1,10,2012-08-10,33834.22,32024.84166690806
1,10,2012-08-17,29723.55,32621.115789163727
1,10,2012-08-24,27884.19,30570.954237028625
1,10,2012-08-31,28490.93,29962.587744229426
1,10,2012-09-07,30851.75,30600.93443354429
1,10,2012-09-14,31705.09,30153.34897999612
1,10,2012-09-21,29203.63,30024.050811040062
1,10,2012-09-28,27205.4,30217.45648177383
1,10,2012-10-05,27822.4,29470.965180112507
1,10,2012-10-12,27803.78,29291.17150553553
1,10,2012-10-19,29442.38,28277.38721715355
1,10,2012-10-26,26285.27,28704.529293462027
1,11,2012-07-13,25922.59,35159.18477677176
1,11,2012-07-20,26026.46,29418.66238749171
1,11,2012-07-27,33443.23,29616.070681220954
1,11,2012-08-03,27759.99,32307.88360072843
1,11,2012-08-10,24145.93,27830.265342389102
1,11,2012-08-17,20281.68,24267.477221062432
1,11,2012-08-24,20462.68,22025.020129841203
1,11,2012-08-31,21103.42,21622.596923247034
1,11,2012-09-07,23338.99,21640.329277088695
1,11,2012-09-14,17027.47,21735.322918567097
1,11,2012-09-21,18161.43,18204.28120503828
1,11,2012-09-28,17242.78,18598.97553820003
1,11,2012-10-05,22374.18,19637.123393094997
1,11,2012-10-12,21857.09,20999.99559222395
1,11,2012-10-19,18259.82,21279.15678428341
1,11,2012-10-26,22399.83,19101.24064154912
1,12,2012-07-13,9318.1,13022.454343333218
1,12,2012-07-20,12565.06,10155.302524115417
1,12,2012-07-27,11109.25,12174.78171790704
1,12,2012-08-03,11298.13,11205.695019771509
1,12,2012-08-10,10605.66,11168.285082979217
1,12,2012-08-17,11447.03,10631.142787499024
1,12,2012-08-24,10723.59,11172.284028769902
1,12,2012-08-31,10591.46,10703.710783669709
1,12,2012-09-07,12566.45,10729.990435234413
1,12,2012-09-14,10484.08,12023.9739578369
1,12,2012-09-21,9448.14,10598.442276089785
1,12,2012-09-28,11013.77,9031.058877282607
1,12,2012-10-05,10037.09,11142.325369494967
1,12,2012-10-12,8983.82,10798.29218976376
1,12,2012-10-19,10830.48,9859.065318374976
1,12,2012-10-26,8658.41,10878.182635183284
1,13,2012-07-13,39276.05,41059.10276170644
1,13,2012-07-20,39396.59,39292.07161516902
1,13,2012-07-27,37423.21,39039.799852298114
1,13,2012-08-03,44708.45,40258.886867751826
1,13,2012-08-10,42241.23,41561.18829226599
1,13,2012-08-17,41658.4,40588.818583501234
1,13,2012-08-24,39231.62,40333.10594389255
1,13,2012-08-31,40940.78,41340.69345724223
1,13,2012-09-07,44373.19,40758.26569734154
1,13,2012-09-14,38759.47,41986.576278088665
1,13,2012-09-21,39746.87,39401.623530945646
1,13,2012-09-28,39793.41,40122.056710451034
1,13,2012-10-05,43746.89,40248.93049523253
1,13,2012-10-12,38015.36,41239.11202647881
1,13,2012-10-19,38341.15,39213.37334734355
1,13,2012-10-26,38512.48,38868.04488077235
1,14,2012-07-13,14332.72,18040.326283318154
1,14,2012-07-20,12083.33,14442.88863224412
1,14,2012-07-27,12706.52,12910.798242803827
1,14,2012-08-03,13423.3,13290.333377931138
1,14,2012-08-10,12434.69,13197.352765466505
1,14,2012-08-17,12419.06,12546.769809288202
1,14,2012-08-24,11041.63,13102.718427390357
1,14,2012-08-31,12912.96,11784.680447017785
1,14,2012-09-07,13711.08,12676.5602078359
1,14,2012-09-14,11596.1,13289.701487219407
1,14,2012-09-21,12193.8,11833.15539462132
1,14,2012-09-28,12037.66,12673.88023946788
1,14,2012-10-05,14381.21,12260.359743493633
1,14,2012-10-12,11450.64,13769.473570616241
1,14,2012-10-19,12035.51,12190.258675750976
1,14,2012-10-26,11150.0,12488.999748934108
1,16,2012-07-13,22880.3,39592.51243914672
1,16,2012-07-20,24017.03,23860.971948666513
1,16,2012-07-27,23838.33,24971.069441613206
1,16,2012-08-03,25418.49,24467.188523183708
1,16,2012-08-10,21677.85,24371.219008931996
1,16,2012-08-17,20035.26,21659.791976479457
1,16,2012-08-24,18393.12,20862.731856949013
1,16,2012-08-31,16797.62,19412.85931992001
1,16,2012-09-07,20473.94,18197.570017901653
1,16,2012-09-14,14646.37,19565.074669717178
1,16,2012-09-21,13415.51,15361.302698733769
1,16,2012-09-28,14734.64,13955.22325542772
1,16,2012-10-05,11320.41,15223.425754266596
1,16,2012-10-12,10525.66,12065.128216598323
1,16,2012-10-19,9518.43,11091.87984162387
1,16,2012-10-26,9934.63,9513.851651534682
1,17,2012-07-13,7386.64,7797.306570410623
1,17,2012-07-20,7195.7,7501.167426894972
1,17,2012-07-27,8435.09,7330.152196439142
1,17,2012-08-03,7809.58,8448.50436105497
1,17,2012-08-10,8441.34,7901.9228872464
1,17,2012-08-17,8710.04,8108.022383548372
1,17,2012-08-24,9523.9,8846.725552375245
1,17,2012-08-31,8158.73,8533.62330326984
1,17,2012-09-07,8712.44,8516.634588376815
1,17,2012-09-14,7075.73,8300.214728245172
1,17,2012-09-21,7143.59,7354.301011671393
1,17,2012-09-28,7155.75,7176.8504333698575
1,17,2012-10-05,9040.52,7515.299559416283
1,17,2012-10-12,7908.36,8836.726380936392
1,17,2012-10-19,7640.43,7766.019756537502
1,17,2012-10-26,7640.92,7617.347796883045
1,18,2012-07-20,2.91,350.5372785171867
1,18,2012-08-17,9.97,1129.0962465633133
1,18,2012-08-24,4.97,335.94304891840693
1,18,2012-08-31,4.97,335.94304891840693
1,18,2012-09-07,4.97,401.1856340255549
1,18,2012-09-14,649.09,335.94304891840693
1,18,2012-09-21,3361.0,736.0082628890223
1,18,2012-09-28,4867.7,2888.6633019335954
1,18,2012-10-05,7291.46,4457.809000050921
1,18,2012-10-12,8171.79,6502.062470726675
1,18,2012-10-19,10569.09,7320.308483899867
1,18,2012-10-26,17934.28,8724.325189134093
1,19,2012-07-13,1003.66,1361.2701840666107
1,19,2012-07-20,955.74,1229.0420090430748
1,19,2012-07-27,1016.28,1125.214322240962
1,19,2012-08-03,901.62,1185.1262283926633
1,19,2012-08-10,875.1,1045.617366622191
1,19,2012-08-17,1192.39,1045.617366622191
1,19,2012-08-24,1328.49,1317.354403416199
1,19,2012-08-31,900.06,1489.3177814862395
1,19,2012-09-07,1225.7,1187.3521420153343
1,19,2012-09-14,733.78,1411.2655025302595
1,19,2012-09-21,1015.46,962.1104449579733
1,19,2012-09-28,1385.85,1164.7474090532048
1,19,2012-10-05,1192.58,1481.2330538652989
1,19,2012-10-12,1415.68,1373.467774362736
1,19,2012-10-19,1247.56,1583.1233607599622
1,19,2012-10-26,1640.81,1463.6711344619287
1,20,2012-07-13,3737.06,5284.674514680272
1,20,2012-07-20,4831.71,4183.1230402829915
1,20,2012-07-27,3810.16,4753.414495742581
1,20,2012-08-03,4708.44,4267.535524547638
1,20,2012-08-10,4534.37,4675.649174906383
1,20,2012-08-17,3980.4,4645.0328878847
1,20,2012-08-24,3452.67,4191.355220498489
1,20,2012-08-31,4602.26,3781.1808217016974
1,20,2012-09-07,4342.34,4532.030562676576
1,20,2012-09-14,3548.56,4415.523124029539
1,20,2012-09-21,3532.28,3817.442700210239
1,20,2012-09-28,3200.54,3766.7436319148424
1,20,2012-10-05,4184.73,3404.5439704000905
1,20,2012-10-12,3126.49,4104.368124656765
1,20,2012-10-19,3640.07,3339.9884827486035
1,20,2012-10-26,2680.53,3756.8623010504107
1,21,2012-07-13,6717.31,7286.054797664975
1,21,2012-07-20,6321.9,6932.173335829919
1,21,2012-07-27,6371.95,6563.265390421939
1,21,2012-08-03,6393.77,6928.687838273576
1,21,2012-08-10,6752.85,6517.640757722987
1,21,2012-08-17,6182.36,6838.660132190882
1,21,2012-08-24,6965.28,6526.355558102419
1,21,2012-08-31,7031.77,7254.44380679968
1,21,2012-09-07,8258.47,7298.6973211007635
1,21,2012-09-14,8013.36,8096.5775545930055
1,21,2012-09-21,7085.79,7806.783347934227
1,21,2012-09-28,7737.13,7344.623089350257
1,21,2012-10-05,7790.01,7906.057674015914
1,21,2012-10-12,7020.8,7675.045782218181
1,21,2012-10-19,7614.71,7318.767319232044
1,21,2012-10-26,8194.63,7823.081613760454
1,22,2012-07-13,5881.8,6261.853910335706
1,22,2012-07-20,6767.52,6183.726405705566
1,22,2012-07-27,7170.57,6811.623845899205
1,22,2012-08-03,7160.87,7024.597827522602
1,22,2012-08-10,7229.94,7309.851281133626
1,22,2012-08-17,7788.49,7127.97877163987
1,22,2012-08-24,6364.81,7715.621583768147
1,22,2012-08-31,5742.4,6546.297556550196
1,22,2012-09-07,7669.83,6763.007455538387
1,22,2012-09-14,5462.99,7409.35667336022
1,22,2012-09-21,5663.49,5919.573822429228
1,22,2012-09-28,6892.92,5776.144598826698
1,22,2012-10-05,7821.14,6976.044228771979
1,22,2012-10-12,8966.16,7489.619288945833
1,22,2012-10-19,8236.39,8156.776429467791
1,22,2012-10-26,8236.88,7865.609064375582
1,23,2012-07-13,18326.49,22882.03278262916
1,23,2012-07-20,18400.73,19416.11979180503
1,23,2012-07-27,18105.68,18969.766829515574
1,23,2012-08-03,22566.41,19271.663110217552
1,23,2012-08-10,21599.34,21226.43723824783
1,23,2012-08-17,21808.81,21498.78936498628
1,23,2012-08-24,25618.62,22325.5434332009
1,23,2012-08-31,23361.12,24051.883026567935
1,23,2012-09-07,17406.85,22462.183788806877
1,23,2012-09-14,14172.52,17931.952607482956
1,23,2012-09-21,15702.02,15428.942265799456
1,23,2012-09-28,14731.92,16245.85009800125
1,23,2012-10-05,19478.62,16210.40604952913
1,23,2012-10-12,21024.28,18623.685263973726
1,23,2012-10-19,17191.96,20037.449775658937
1,23,2012-10-26,21460.58,18119.662737977535
1,24,2012-07-13,4537.83,4445.779708367702
1,24,2012-07-20,5164.1,4512.1160682963955
1,24,2012-07-27,5974.25,4985.047019683591
1,24,2012-08-03,8003.97,6511.911439440883
1,24,2012-08-10,8870.23,7562.809133035227
1,24,2012-08-17,12967.94,10537.573842353406
1,24,2012-08-24,16785.62,12426.53568127829
1,24,2012-08-31,13181.63,13872.371808163996
1,24,2012-09-07,5138.69,12064.946996219718
1,24,2012-09-14,4980.64,5672.2885312757735
1,24,2012-09-21,4979.52,5841.764705498971
1,24,2012-09-28,4364.69,5281.713094671049
1,24,2012-10-05,7322.07,4735.435865909351
1,24,2012-10-12,7733.2,6673.2756650601805
1,24,2012-10-19,5355.52,7411.508805817898
1,24,2012-10-26,7106.74,5836.619753021548
1,25,2012-07-13,8281.23,10265.097493941723
1,25,2012-07-20,9237.46,8324.62783842331
1,25,2012-07-27,8528.82,8623.744616204578
1,25,2012-08-03,10019.2,9334.157692678067
1,25,2012-08-10,8614.67,9736.439841285075
1,25,2012-08-17,9780.51,8849.59324014567
1,25,2012-08-24,10625.07,9829.57054141107
1,25,2012-08-31,10284.77,10196.445361662725
1,25,2012-09-07,7461.45,10060.890687678793
1,25,2012-09-14,7541.58,7833.838006850999
1,25,2012-09-21,7804.28,7859.59200036498
1,25,2012-09-28,7685.71,8140.562312943855
1,25,2012-10-05,11140.24,7845.207804807769
1,25,2012-10-12,10485.04,10419.239512062504
1,25,2012-10-19,8702.47,10153.446250595358
1,25,2012-10-26,11066.13,9394.089152252343
1,26,2012-07-13,4375.44,5810.567733742613
1,26,2012-07-20,5279.41,4757.948713082718
1,26,2012-07-27,4350.86,5155.715616182976
1,26,2012-08-03,5764.11,4691.134842128329
1,26,2012-08-10,5498.9,5515.421474976135
1,26,2012-08-17,4924.3,5611.995169374855
1,26,2012-08-24,5369.29,5083.818493265628
1,26,2012-08-31,5602.58,5238.250090775217
1,26,2012-09-07,5011.22,5520.3287481882
1,26,2012-09-14,6001.13,5083.818493265628
1,26,2012-09-21,6550.81,5737.417626180107
1,26,2012-09-28,5035.97,6334.8002104666775
1,26,2012-10-05,8784.99,5393.572357026485
1,26,2012-10-12,12773.34,7676.7689493532625
1,26,2012-10-19,7004.13,11431.28701831598
1,26,2012-10-26,7412.16,7807.0153346815605
1,27,2012-07-13,1018.36,1164.7474090532048
1,27,2012-07-20,1241.1,1185.1262283926633
1,27,2012-07-27,938.36,1411.2655025302595
1,27,2012-08-03,1145.67,1169.1301028913738
1,27,2012-08-10,1122.14,1361.2701840666107
1,27,2012-08-17,1476.09,1303.9379006168294
1,27,2012-08-24,1643.59,1626.5420540995638
1,27,2012-08-31,1580.28,1771.45155051386
1,27,2012-09-07,1060.29,1768.229670828779
1,27,2012-09-14,857.88,1310.7846164277964
1,27,2012-09-21,1047.27,1109.9119666120612
1,27,2012-09-28,948.57,1202.849340690786
1,27,2012-10-05,1492.09,1125.214322240962
1,27,2012-10-12,1536.58,1586.3340124640197
1,27,2012-10-19,1841.73,1661.7527700872347
1,27,2012-10-26,1712.02,1884.9002197620646
1,28,2012-07-13,331.24,618.3364113971788
1,28,2012-07-20,310.65,560.7066161654024
1,28,2012-07-27,258.1,501.4312374168386
1,28,2012-08-03,303.36,480.4211132747652
1,28,2012-08-10,307.87,501.4312374168386
1,28,2012-08-17,312.75,501.4312374168386
1,28,2012-08-24,307.34,501.4312374168386
1,28,2012-08-31,283.4,501.4312374168386
1,28,2012-09-07,374.15,545.6636983819133
1,28,2012-09-14,403.87,542.5128765899665
1,28,2012-09-21,490.61,600.142671821743
1,28,2012-09-28,402.73,642.1506483578373
1,28,2012-10-05,641.7,618.3364113971788
1,28,2012-10-12,596.37,792.1257961222799
1,28,2012-10-19,656.45,768.7358238513215
1,28,2012-10-26,742.48,852.407458265284
1,29,2012-07-13,3716.03,3903.4221081034193
1,29,2012-07-20,3707.9,3798.105232866562
1,29,2012-07-27,3356.82,3748.3081761793856
1,29,2012-08-03,4145.19,3607.8924729553405
1,29,2012-08-10,4162.46,4085.788042193538
1,29,2012-08-17,4208.19,4104.147590359719
1,29,2012-08-24,3966.86,4173.426741118343
1,29,2012-08-31,4183.85,4018.4534997923847
1,29,2012-09-07,3268.08,4217.8436056798055
1,29,2012-09-14,3418.62,3424.411241150348
1,29,2012-09-21,3683.28,3604.88467924287
1,29,2012-09-28,3515.91,3775.4423835136386
1,29,2012-10-05,4288.34,3749.7156177814
1,29,2012-10-12,3465.18,4236.8637697430295
1,29,2012-10-19,3739.1,3658.40386589168
1,29,2012-10-26,4077.2,3816.4647810327433
1,30,2012-07-13,2723.02,3274.3840271286604
1,30,2012-07-20,2821.6,2992.716547155184
1,30,2012-07-27,2959.0,3023.877646093101
1,30,2012-08-03,3202.68,3126.5376341261804
1,30,2012-08-10,3355.34,3187.8837349849186
1,30,2012-08-17,3300.68,3425.331435454624
1,30,2012-08-24,3686.74,3365.6924243589124
1,30,2012-08-31,3058.82,3624.570545172948
1,30,2012-09-07,2669.67,3251.5184064433906
1,30,2012-09-14,2115.88,2922.9678895289467
1,30,2012-09-21,1986.16,2460.6229344386734
1,30,2012-09-28,2047.42,2260.416995638127
1,30,2012-10-05,2520.85,2280.3685965771897
1,30,2012-10-12,2258.74,2590.0240156943896
1,30,2012-10-19,2559.08,2415.4080380262226
1,30,2012-10-26,2830.48,2621.7813926481144
1,31,2012-07-13,2848.5,1411.9608064842635
1,31,2012-07-20,2605.28,2640.5198870561167
1,31,2012-07-27,3477.27,2673.7679395042555
1,31,2012-08-03,4272.27,3399.9457449931647
1,31,2012-08-10,4464.25,4008.7513638692594
1,31,2012-08-17,4851.27,4379.604065787906
1,31,2012-08-24,6812.13,6010.685621781993
1,31,2012-08-31,6691.49,6201.81411593761
1,31,2012-09-07,1499.7,6493.766821207156
1,31,2012-09-14,1365.52,2145.8596360192337
1,31,2012-09-21,1490.66,1867.9937615977947
1,31,2012-09-28,1060.74,1748.1682861928457
1,31,2012-10-05,2063.02,1353.0283342508744
1,31,2012-10-12,1276.81,2157.7700921854225
1,31,2012-10-19,1529.52,1571.8837283960725
1,31,2012-10-26,1413.51,1675.2588763136505
1,32,2012-07-13,6001.11,7228.893722674743
1,32,2012-07-20,4066.82,6310.146176282838
1,32,2012-07-27,6288.58,4670.802322695233
1,32,2012-08-03,6862.94,6161.3897973700205
1,32,2012-08-10,5796.95,6425.397012489315
1,32,2012-08-17,6459.89,5842.213273402396
1,32,2012-08-24,5772.47,6246.335765492152
1,32,2012-08-31,6649.79,6092.206584134235
1,32,2012-09-07,6857.35,6750.806766677865
1,32,2012-09-14,5000.5,6801.97120221618
1,32,2012-09-21,5375.99,5849.278900756033
1,32,2012-09-28,3909.44,5705.064140531698
1,32,2012-10-05,5852.15,4489.591458712985
1,32,2012-10-12,5238.49,5840.68131477521
1,32,2012-10-19,6241.78,5473.4882541031575
1,32,2012-10-26,5918.47,6047.880631467924
1,33,2012-07-13,4715.67,5122.762966720674
1,33,2012-07-20,6264.38,4865.567288566526
1,33,2012-07-27,7108.36,5917.36735968763
1,33,2012-08-03,8406.93,6877.876815629036
1,33,2012-08-10,9030.25,7748.5438989844215
1,33,2012-08-17,10682.47,10034.08253072906
1,33,2012-08-24,13019.11,10331.802677092226
1,33,2012-08-31,11799.65,11227.941963601244
1,33,2012-09-07,5001.36,10348.34330499462
1,33,2012-09-14,4449.08,5574.291586375846
1,33,2012-09-21,4705.71,5042.490289314045
1,33,2012-09-28,4390.19,4988.2785922883895
1,33,2012-10-05,6775.72,4700.715851359176
1,33,2012-10-12,7617.49,6312.603512243968
1,33,2012-10-19,5170.49,7156.325510429579
1,33,2012-10-26,6313.48,5692.314760916991
1,34,2012-07-13,11081.34,14146.789761276561
1,34,2012-07-20,11094.22,11592.441894698599
1,34,2012-07-27,9971.74,11262.301935152467
1,34,2012-08-03,11648.89,11127.213244622551
1,34,2012-08-10,10609.61,11388.004679634505
1,34,2012-08-17,10272.79,10805.373806290794
1,34,2012-08-24,10288.31,10411.616376615844
1,34,2012-08-31,10066.04,10256.535716864944
1,34,2012-09-07,9601.08,10214.897485966792
1,34,2012-09-14,8723.62,9330.441562902057
1,34,2012-09-21,9670.5,8481.326336579927
1,34,2012-09-28,8972.86,9179.643160730366
1,34,2012-10-05,10523.41,9212.033939873
1,34,2012-10-12,11105.36,10190.35565867236
1,34,2012-10-19,9544.78,11007.611446152532
1,34,2012-10-26,9972.0,9914.906646490674
1,35,2012-07-13,1874.74,2660.6270058711566
1,35,2012-07-20,2044.01,2142.1797640024984
1,35,2012-07-27,2118.15,2213.7108601579453
1,35,2012-08-03,2138.88,2309.4122815927035
1,35,2012-08-10,2018.51,2272.790264397176
1,35,2012-08-17,1842.08,2227.2164793310026
1,35,2012-08-24,1894.91,2045.8070618752415
1,35,2012-08-31,1623.92,2028.0582862015567
1,35,2012-09-07,1578.57,1901.9858609745393
1,35,2012-09-14,1547.07,1728.690782244172
1,35,2012-09-21,1341.83,1709.5529105468145
1,35,2012-09-28,1773.32,1578.05595747999
1,35,2012-10-05,1658.09,1887.5720676654944
1,35,2012-10-12,2228.94,1814.793098687784
1,35,2012-10-19,1555.93,2296.422764370624
1,35,2012-10-26,1459.47,1760.262424250979
1,36,2012-07-13,1129.0,3825.7501864047726
1,36,2012-07-20,1617.03,1675.904563454145
1,36,2012-07-27,1210.0,1930.6068612712722
1,36,2012-08-03,1361.0,1450.9933756757507
1,36,2012-08-10,881.0,1591.0605726737954
1,36,2012-08-17,444.0,1147.8132534307276
1,36,2012-08-24,384.92,794.9894429947004
1,36,2012-08-31,431.96,659.0950307888367
1,36,2012-09-07,476.74,708.7387144668743
1,36,2012-09-14,310.55,667.3103663203848
1,36,2012-09-21,408.03,534.2192065910542
1,36,2012-09-28,277.37,632.9306409959586
1,36,2012-10-05,1040.66,480.4211132747652
1,36,2012-10-12,1584.1,1123.239242714809
1,36,2012-10-19,536.75,1609.0536469598003
1,36,2012-10-26,1156.34,816.9869137733644
1,37,2012-07-13,3129.13,3187.7994047961133
1,37,2012-07-20,2596.68,3206.576749790978
1,37,2012-07-27,2893.65,2852.632923031097
1,37,2012-08-03,3312.16,2963.1984082237072
1,37,2012-08-10,2821.2,3220.492104154337
1,37,2012-08-17,2772.76,2979.684725428732
1,37,2012-08-24,2257.56,2866.477609739935
1,37,2012-08-31,2401.44,2509.435766490957
1,37,2012-09-07,2992.74,2671.319256342621
1,37,2012-09-14,2854.51,3016.070986631536
1,37,2012-09-21,2776.22,2968.14421039079
1,37,2012-09-28,2507.6,2866.477609739935
1,37,2012-10-05,2466.9,2698.7932941574077
1,37,2012-10-12,2482.7,2621.7813926481144
1,37,2012-10-19,2483.49,2621.7813926481144
1,37,2012-10-26,2566.42,2621.7813926481144
1,38,2012-07-13,66232.11,76666.58744623346
1,38,2012-07-20,68235.73,68853.47394067368
1,38,2012-07-27,70457.7,69444.54327821259
1,38,2012-08-03,85329.19,80136.20642000977
1,38,2012-08-10,74483.32,74956.7767692729
1,38,2012-08-17,85392.47,74102.52678383162
